X,Y,AREA_TERRENO,AREA_CONSTRUCAO,TIPO_CONSTRUTIVO,PADRAO_ACABAMENTO
609223.334100612,7793338.37891321,2.65321251377534,2.40823996531185,CASA,P3
609223.633527618,7792720.47189661,2.65321251377534,2.38653463509048,CASA,P4
609224.472338778,7794425.03114903,2.55630250076729,2.20940776809638,BARRACAO,P2
609224.93,7793659.75,2.63548374681491,2.34024576156793,APARTAMENTO,P3
609225.319624886,7792448.34381462,2.74741180788642,2.32292186958309,CASA,P3
609225.532805719,7793304.93213405,2.65321251377534,2.40435470272543,CASA,P4
609227.242641063,7793222.70293761,2.65321251377534,2.57012245140441,CASA,P4
609227.604351224,7792734.83113409,2.63848925695464,2.59549622182557,CASA,P5
609227.619905014,7792756.20327331,2.68663626926229,2.45121825851379,CASA,P4
609228.101847898,7796809.27373283,2.75127910398334,1.8750612633917,CASA,P3
609228.415548598,7792680.18623159,3.25527250510331,2.95630772826591,CASA,P5
609230.446716371,7792809.14503696,2.69460519893357,2.83548764199541,CASA,P3
609230.895940923,7792590.41559123,2.6570558528571,2.67506309120967,CASA,P5
609231.152355797,7794049.6823763,2.72263392253381,2.55763951524678,CASA,P3
609231.21135698,7796761.83757976,2.72015930340596,2.27485032001666,APARTAMENTO,P3
609232.327456538,7792574.76030073,2.65896484266443,2.49136169383427,CASA,P4
609232.573254933,7796067.94960339,2.32014628611105,2.44404479591808,CASA,P2
609232.780189025,7794444.2364729,2.93951925261862,2.34008701369743,APARTAMENTO,P4
609233.556151759,7792559.8936413,2.65321251377534,2.4872656744192,CASA,P4
609233.653403315,7796828.65147608,2.7481880270062,2.37017988551276,CASA,P3
609234.223135788,7792639.3915738,2.6570558528571,2.62531245096167,CASA,P5
609234.7252248,7796854.51870316,2.77815125038364,2.0920184707528,APARTAMENTO,P2
609235.001235389,7793941.97993816,2.65321251377534,2.62381763731156,CASA,P4
609235.17724398,7792545.09265782,2.65321251377534,2.60097289568675,CASA,P4
609236.464379075,7793663.3326443,2.63548374681491,2.14298355492282,APARTAMENTO,P3
609237.102512344,7792654.67735849,2.65321251377534,2.25767857486918,CASA,P3
609237.255464984,7793332.50822015,2.65321251377534,2.6060802645812,CASA,P3
609238.700654511,7793971.11676017,2.65321251377534,2.48664296902351,APARTAMENTO,P4
609239.127063588,7793758.27477102,2.76042248342321,2.18218631673954,APARTAMENTO,P3
609239.208411532,7793299.03784833,2.65321251377534,2.61112826752018,CASA,P4
609240.384544485,7792419.55210031,2.95424250943932,2.73541524371883,CASA,P4
609243.461879607,7792495.60268775,3.39654803798713,2.95203649075244,CASA,P5
609244.396305004,7794020.4293143,2.65321251377534,2.55072964317587,CASA,P3
609245.291754281,7792754.12517868,2.72345567203519,2.98468030206637,CASA,P3
609246.207784235,7792809.22564559,2.65321251377534,2.66275783168157,CASA,P5
609247.69339199,7793884.91253192,3.46404220543881,2.63991459614786,APARTAMENTO,P4
609247.973169671,7793666.40318503,2.63548374681491,2.29863478312444,APARTAMENTO,P3
609248.314997783,7792911.33400292,2.79934054945358,2.68096066491141,CASA,P4
609250.003474371,7793942.33375842,2.65321251377534,2.63434625670609,CASA,P4
609250.653022854,7796834.5306127,2.47712125471966,2.28555730900777,CASA,P3
609250.84554151,7793326.74319136,2.65321251377534,2.51642959675787,CASA,P4
609252.522190531,7792712.56134497,3.13033376849501,2.84694914724499,CASA,P5
609252.933122242,7793293.1875,2.65321251377534,2.5225876704565,CASA,P4
609254.318140461,7793719.2844326,3.26951294421792,2.24303804868629,APARTAMENTO,P4
609254.414500673,7794283.80174036,2.58433122436753,2.33923274829896,CASA,P3
609254.708024001,7794299.20821258,2.55630250076729,2.57170883180869,CASA,P4
609255.483986533,7794314.54810485,2.55630250076729,2.57621461449276,CASA,P4
609255.521739326,7794329.63805952,2.55630250076729,2.48942406692541,CASA,P4
609255.970190726,7794344.46482339,2.55630250076729,2.55750720190566,CASA,P4
609256.389634803,7793826.68742136,3.43248825577051,2.07415791969732,APARTAMENTO,P4
609256.448229606,7794359.41474245,2.55630250076729,2.3541084391474,CASA,P4
609256.762292615,7793971.46170278,2.82930377283102,2.57012245140441,APARTAMENTO,P4
609256.862343396,7794374.72937517,2.55630250076729,2.74741180788642,CASA,P5
609256.880445523,7795898.07781225,2.68124123737559,2.60314437262018,CASA,P3
609256.973180688,7795847.70781221,2.32888903983956,2.33645973384853,CASA,P3
609257.687922151,7794389.71724663,2.55630250076729,2.70732315409531,CASA,P4
609257.721299416,7794109.85457423,3.22401481137286,2.71432975974523,APARTAMENTO,P4
609257.928936483,7794406.60914438,2.65991620006985,2.3096301674259,APARTAMENTO,P3
609258.843339417,7797051.43387696,2.5436542334739,1.93449845124357,APARTAMENTO,P2
609258.989415792,7793241.64445975,2.95424250943932,2.74768364241699,CASA,P4
609259.434030572,7794019.92473488,2.65321251377534,2.42737248954948,CASA,P3
609259.698131862,7796133.96249058,2.34242268082221,2.36735592102602,CASA,P3
609260.184420733,7793560.8818816,3.19200959265367,2.47912883849996,APARTAMENTO,P4
609260.651478591,7793151.75417137,2.68124123737559,2.69170020829016,CASA,P4
609261.153108748,7792809.34965546,2.65321251377534,2.77695529536552,CASA,P4
609261.6951844,7794153.26318529,3.28330122870355,2.70047872547821,APARTAMENTO,P4
609261.936822885,7793207.71170335,2.95424250943932,2.92708279159841,CASA,P5
609263.142112438,7794196.05272647,3.28330122870355,2.68394713075151,APARTAMENTO,P3
609264.514146587,7794247.34713647,3.40823996531185,3.01367969729119,CASA,P5
609264.60260807,7793320.72178052,2.65321251377534,2.64738297011462,CASA,P5
609264.73553475,7792914.27704163,2.65321251377534,2.66651798055488,CASA,P5
609264.823189095,7793942.31856149,2.65321251377534,2.60205999132796,CASA,P5
609265.502268581,7794469.61894737,2.89097959698969,2.53700008732134,APARTAMENTO,P4
609265.631765002,7792436.49778639,2.67577834167409,2.48287358360875,CASA,P4
609266.030902364,7792751.99692677,2.95424250943932,2.86555403304985,CASA,P5
609266.410729389,7794425.91017338,2.65991620006985,2.26717172840301,APARTAMENTO,P3
609266.854484641,7793287.21718378,2.65321251377534,2.64119639055006,CASA,P5
609267.959130433,7795888.87405369,2.6232492903979,2.34439227368511,CASA,P3
609268.084839247,7795841.14448777,2.40140054078154,2.35218251811136,CASA,P3
609268.506027053,7792885.6731319,3.03422726077055,2.86332286012046,CASA,P5
609269.851819137,7796130.97279363,2.60205999132796,2.38738982633873,CASA,P4
609269.857899526,7793769.41622315,3.34281731463573,2.41878173310805,APARTAMENTO,P4
609271.604520807,7796936.57503579,2.85733249643127,2.0732049564886,APARTAMENTO,P3
609272.297347169,7793672.49863632,3.14301480025409,2.36533820234694,APARTAMENTO,P4
609274.46744429,7793145.94170855,2.68124123737559,2.51454775266029,CASA,P4
609275.132125507,7792606.91307786,2.65321251377534,2.76091229636411,CASA,P4
609275.207379993,7792593.78910546,2.64345267648619,2.3725622182855,CASA,P4
609275.908657966,7792839.35861006,2.65991620006985,2.6241582887891,CASA,P4
609276.002175638,7792809.47045352,2.65321251377534,2.92349788748985,CASA,P5
609276.608558835,7792619.68029017,2.65321251377534,2.45484486000851,CASA,P5
609278.345134063,7792414.95300587,2.95568775031351,2.88109921838902,CASA,P5
609278.546803638,7794298.2685407,3.03342375548695,2.62634036737504,CASA,P5
609278.588806475,7793314.76697066,2.65321251377534,2.66275783168157,CASA,P3
609278.712124289,7792632.7268829,2.63346845557959,2.6570558528571,CASA,P5
609278.986620474,7793971.33660934,2.82930377283102,2.57634135020579,CASA,P4
609279.279646847,7794328.0434417,2.55630250076729,2.42378635702291,CASA,P4
609279.691407974,7793232.70846699,2.65321251377534,2.48220162190409,CASA,P4
609279.750583768,7794343.19234524,2.55630250076729,1.74099393158489,CASA,P3
609280.254579167,7794358.80261218,2.49136169383427,2.34439227368511,CASA,P4
609280.675839456,7796022.64391622,2.20951501454263,2.20682587603185,CASA,P3
609281.349973943,7794387.98891077,2.55630250076729,2.43280900503317,CASA,P4
609281.458740243,7793628.73775172,3.36679638328673,2.19075177992018,APARTAMENTO,P4
609281.517477911,7792647.32534632,2.65321251377534,2.23037227441242,CASA,P3
609281.618578957,7793886.8821713,3.13893394025692,2.65653898368842,APARTAMENTO,P4
609281.636105939,7792954.84937681,2.65801139665711,2.56557629976383,CASA,P4
609281.644770389,7792534.10265561,2.65321251377534,2.56847160703324,CASA,P3
609281.893934789,7794403.1527566,2.55630250076729,2.50280934938904,CASA,P3
609282.407616887,7795840.77474414,2.42651126136458,2.20682587603185,CASA,P3
609282.625385504,7793199.01161249,2.65321251377534,2.50242711998443,CASA,P4
609283.809057422,7792520.12432806,2.60000308662774,2.58471558580514,CASA,P4
609284.356977091,7793561.45380584,3.12057393120585,2.46242794820978,APARTAMENTO,P4
609284.441376888,7794419.72487629,2.57229060615142,2.24551266781415,CASA,P3
609284.554933866,7794477.97916072,2.55630250076729,2.62546679360924,CASA,P4
609285.181385942,7792661.8864912,2.65321251377534,2.56808433131539,CASA,P5
609285.419683369,7794439.34412343,3.10071508657308,2.28214609914947,APARTAMENTO,P3
609286.134183667,7792354.50482454,2.65321251377534,1.51851393987789,BARRACAO,P1
609287.063023662,7795905.52820644,2.70243053644553,2.62940959910272,CASA,P3
609287.3234047,7792914.24656899,2.95424250943932,2.84960365808245,CASA,P5
609287.335647478,7792506.12300974,2.71004963359547,2.58668855324005,CASA,P5
609289.401747585,7792676.19602312,2.65321251377534,2.6211866714709,CASA,P5
609289.644441837,7796776.99146338,2.68124123737559,2.63447727016073,CASA,P3
609289.803205828,7795976.0188241,2.53781909507327,2.76721525272003,CASA,P3
609290.06026687,7792491.92685249,2.65321251377534,2.62117628177504,CASA,P5
609290.238013199,7793444.80882673,2.29963802497908,2.00860017176192,BARRACAO,P2
609291.310810737,7792809.59912353,2.65321251377534,2.66764904160702,CASA,P4
609291.449152164,7792839.33613546,2.65321251377534,2.62117628177504,CASA,P5
609291.887710047,7792395.82809769,2.65321251377534,2.57743434967749,CASA,P4
609292.233552049,7796021.46662042,2.34242268082221,2.26481782300954,CASA,P3
609292.266020981,7793308.66933009,2.65321251377534,2.49310936010379,CASA,P3
609293.750203499,7796789.68002638,2.77815125038364,1.95250184786302,APARTAMENTO,P2
609293.918259333,7793226.51501686,2.67669360962487,2.6787459370657,CASA,P5
609294.120820489,7795946.31650384,3.07040732174012,2.74501229867139,APARTAMENTO,P4
609294.418385121,7793275.58384237,2.65321251377534,2.62531245096167,CASA,P4
609294.556615303,7792479.0103054,2.65321251377534,2.61352470285365,CASA,P4
609294.700818033,7792884.44399587,2.65321251377534,2.61199929991479,CASA,P5
609295.373638831,7796833.38869329,2.30102999566398,2.02922139425393,CASA,P3
609296.869301562,7793192.38808039,2.68124123737559,2.58806992318122,CASA,P4
609296.91602353,7796751.53010368,2.59835270986928,2.69635638873333,CASA,P3
609297.339214071,7792705.22139658,2.65321251377534,2.66086547800387,CASA,P5
609297.484639577,7794481.38734729,2.55630250076729,2.60638136511061,CASA,P3
609297.696783963,7793139.0631363,3.05576046468773,2.88709943869448,CASA,P5
609297.830977186,7796842.7718853,2.30102999566398,2.26808630444738,CASA,P2
609298.151235984,7793941.70382049,3.20002926655377,2.53616689609417,APARTAMENTO,P4
609298.614695495,7792971.70180028,2.68033551341456,2.54654266347813,CASA,P4
609299.624677899,7792466.39958311,2.65321251377534,2.39875571577337,CASA,P3
609299.630689769,7793826.37474805,3.23070431361257,2.45327246144616,APARTAMENTO,P4
609300.146031145,7793447.05332492,2.18752072083646,2.06818586174616,BARRACAO,P2
609300.437646072,7793899.15342631,2.64738297011462,2.53318718415142,CASA,P4
609301.445423418,7794046.12852711,3.83928945600615,2.43952216281396,APARTAMENTO,P4
609301.614569035,7793741.10908586,2.5854607295085,1.75845768861047,BARRACAO,P1
609305.174589833,7792733.97519348,2.65321251377534,1.25527250510331,BARRACAO,P3
609305.424365009,7792602.06591539,2.66275783168157,2.56348108539441,CASA,P4
609306.343114907,7792454.35429364,2.65321251377534,2.6093275616089,CASA,P3
609306.441150604,7792809.51007912,2.65321251377534,2.57638742675158,CASA,P4
609307.233194547,7792619.74637764,2.66275783168157,2.78020206116571,CASA,P4
609307.975883393,7793269.52238293,2.65321251377534,2.49276038902684,CASA,P4
609308.736841831,7793112.50340897,2.65321251377534,2.44870631990508,CASA,P4
609309.67360795,7793219.91778257,2.72835378202123,2.58379934044897,CASA,P4
609310.323461352,7793565.25345498,3.25503116334555,2.34439227368511,APARTAMENTO,P4
609310.407903955,7792372.38486348,2.65321251377534,2.56570617781281,CASA,P3
609311.009685745,7792540.65153243,2.65321251377534,2.56459505662484,CASA,P4
609311.239763507,7792642.8625437,2.95616843047536,2.6624933980307,CASA,P5
609312.075728883,7793895.32530435,2.62117628177504,2.55144999797288,CASA,P4
609312.232930418,7794165.81655294,2.95424250943932,2.71338132572049,APARTAMENTO,P4
609312.389893351,7793970.75933785,2.65321251377534,2.47275644931721,CASA,P3
609312.424914558,7793186.70243952,2.69897000433602,2.65224634100332,CASA,P4
609313.359668344,7792914.5375876,2.82930377283102,2.78958071216443,CASA,P5
609313.423321581,7792525.74646587,2.65321251377534,2.43958530077756,CASA,P4
609313.93577288,7794370.10220414,2.58658730467176,2.60403154931982,CASA,P4
609313.937536754,7793299.21183515,2.99122607569249,2.76407894719253,CASA,P3
609315.015341752,7794406.65090168,2.58658730467176,2.42160392686983,CASA,P4
609315.128865718,7794095.69467412,2.63042787502502,2.56110138364906,CASA,P3
609316.435143103,7792983.0359635,2.71516735784846,2.5558800646368,CASA,P4
609316.720347808,7793684.59378229,2.95424250943932,2.31494108669298,APARTAMENTO,P4
609316.739204695,7793762.49424543,2.63245729218472,2.45178643552429,BARRACAO,P3
609316.91028075,7792510.12734666,2.65321251377534,2.543683213073,CASA,P4
609317.181404138,7794427.40528722,2.60205999132796,2.44247976906445,CASA,P4
609317.232264301,7794447.20625028,2.62736585659273,2.50514997831991,CASA,P4
609317.818787845,7794281.44167253,2.57749179983723,2.49087108434559,APARTAMENTO,P3
609317.941254033,7794293.56103783,2.55630250076729,2.64443858946784,CASA,P2
609318.232193072,7794305.8382266,2.55630250076729,2.52503184282896,CASA,P3
609318.765548138,7794330.17522459,2.55630250076729,2.55615771180715,CASA,P4
609318.867428202,7794342.08633896,2.55630250076729,2.11394335230684,CASA,P2
609319.381755025,7794354.01449236,2.55630250076729,2.16411482098434,APARTAMENTO,P2
609319.793778423,7792360.54429691,2.65321251377534,2.76610784151129,CASA,P4
609320.040612084,7792493.76835999,2.65321251377534,2.61017024111705,CASA,P5
609321.093923172,7793876.76052779,2.85125834871908,2.44018465407089,CASA,P4
609321.170446433,7792679.48880692,2.65321251377534,2.58829412146296,CASA,P4
609321.349842957,7792809.56192644,2.65321251377534,2.66370092538965,CASA,P5
609321.871446996,7793888.98541593,2.60959440922522,2.62702771277198,CASA,P5
609322.75603116,7793823.06767809,2.79934054945358,2.70156798505593,CASA,P5
609323.012332053,7794486.90701277,2.55630250076729,2.46799265952115,CASA,P3
609323.117489664,7792956.87923844,3.12090281761453,2.86681880292605,CASA,P4
609323.858635722,7793262.48291958,2.75587485567249,2.69897000433602,CASA,P4
609325.094048633,7792693.67770022,2.65321251377534,2.54478713669391,CASA,P4
609325.226998562,7793348.35176887,2.7481880270062,2.62153977332173,CASA,P4
609325.269939584,7796879.790955,2.36735592102602,2.20814563453535,CASA,P2
609326.206008467,7792750.88512729,3.28824922557199,3.16157761104887,CASA,P5
609326.975574772,7793739.29178939,2.93651374247889,2.17353589500991,APARTAMENTO,P4
609327.315494676,7792478.14056115,2.65321251377534,2.65614613474086,CASA,P5
609327.563851975,7793971.08966694,2.65321251377534,2.45178643552429,CASA,P4
609328.243733146,7793187.08594951,2.65321251377534,2.57356777303922,CASA,P5
609328.532112124,7794373.22618531,2.56673202898622,2.66206807777156,CASA,P3
609328.878088503,7792839.55350249,2.95424250943932,2.76715586608218,CASA,P5
